system_prompt,question,response
como es el que est representado por su capacidad de procrear Ello constituye un aspecto 
muy importante de la problemtica en tomo a los derechos de la persona si nos coloca 
mos como cn todas las situaciones jurdicas subjetivas dentro de una perspectiva social 
Es inters primordial de la humanidad mantener la especie la misma que se vena amena 
zada en un mundo en el cual fuesen hipottica mayora los transexuales sometidos a ope 
raciones quirrgicas de transformacin sexual 
44 Paui y Wi 
ob cit p 129 
45 Id p 129 
46 P Stanzione ob cit pp 32 y ss 
El problcma del cambio dc scxo no slo esl inlimamente ligado con el derecho a la 
libertad personal o derecho al libre desarrollo de la personalidad sino que tambin lo est 
con la situacin jurdica subjctiva relativa a la procreacin El primero de estos dcchos 
fundamentales que reconoce como lmitc aquel representado por el inters social avalara 
la posibilidad de optar por una espccial vivencia existencial siempre que ella se mantu 
viera dentro del indicado confn Dc otra parte sin embargo la mutacin de sexo se en 
cuentra tambin en estrecha conexin con el derechodeber referente a la procreacin Es in 
ters primario del gnero humano la conservacin de la especie y poblar racional y pla 
nificadamente el planeta cn que vivimos 
Como repetidamente se ha puesto dc manifiesto a travs dcl presente trabajo toda si 
tuacin jurdica subjetiva no slo aticnde al dcrccho subjetivo de la persona facultada sino 
que tambin en ella estln presentes los intereses los dcrcchos subjetivos de los dems en 
alguna medida y segn los casos Tratndose de la situacin jurdica subjetiva rclativa a la 
procreacin observamos que al ladodcl dcrccho fundamental a procrear a perpctuarsc gcn 
ticamcntc existe el dcrecho de los dems a que el sujeto no renuncie a este dcrccho cscn 
cial en tanto ello ira contra el intcrb de la humanidad dc conservar la especie humana Al 
haber dejado atrs la concepcin dc los dcrcchos subjetivos absolutos es convcnicnte 
precisar los linderos dcntro dc los cualcs se pucde ejcrccr cualquicr prctcnsin subjctiva 
8 La integridad sicosomtica y el cambio de sexo 
La doctrina dominante afronta la situacin jurdica subjctiva atincnte a la integridad 
sicosomtica dcntro dc una nucva pcrspcctiva En sta sc producc una confrontacin cntrc 
el dcrccho a la libertad personal y el dcrccho a la salud En principio el sujcto pucde 
disponer de su cucrpo dcntro dc cicrtos prccisos lmites rcfcridos a la conscrvacion dc su 
salud y del rcspcto al ordcn pblico y las bucnas costumbres cs decir sin dcjar dc tener en 
cucnla el intcrs social Nucvamcntc nos encontramos con una situacin jurdica subjctiva 
en la que sc equilibran cn distinta mcdida scgn el caso cl intcrs privado y cl incrb 
pblico 
Dentro dc esta pcrspcctiva el artculo 6 de nuestro Cdigo Civil regula el dcrccho a la 
integridad sicosomtica al disponcr cxccpcional y ncgativamcntc que los actos de dispo 
sicin dcl propio cuerpo cstn prohibidos cuando ocasioncn una disminucin pcrmancnte 
de la integridad fsica o cuando de alguna mancra scan contrarios al ordcn pblico o a las 
buenas costumbres 
No obstante lo preceptuado el mencionado dispositivo prescribe que son vtjlidos los 
actos de disposicin que supongan una disminucin pcrmancntc si es que son motivados 
por un estado de necesidad de ordcn mdico o quirrgico o si cstjn inspirados por motivos 
humanitarios Estos actos excepcionales tienen como claro lmite el dcbcr dc conservar la 
propia salud que es el correlato de un inters social de que cada persona se encuentre cn 
dicar gravemente la salud o reducir sensiblemente el Liempo de vida del donanteW47 
Un sector de la doctrina y de la jurisprudencia comparada encuentra en la situacin ju 
rdica subjetiva atinente a la integridad sicosomtica un decisivo argumento que oponer al 
denominado cambio de sexo 
Se sostiene por los autores que participan de dicha corriente docuinaria que las inter 
venciones quirrgicas dirigidas a eliminar la disociacin entre lo somtico y lo squico 
terminan por complicar la anormalidad del sujeto Para este scctor de la docuina tales 
operaciones slo logran atribuir al sujeto de modo parcial y sustancialmente aparente 
un sexo diverso ai originario De otra parte lo que se logra con dichas intervenciones es 
privarlo irreversiblemente de la funcin endocrina y de la capacidad procreativa lo que sig 
nifica una disminucin grave y permanente de la integridad fsica48 
Los opositores a las intervenciones quinirgicas destinadas a lo que considcran un apa 
rente cambio de sexo cstiman que eo base a la situacin jurdica subjetiva relativa a la in 
tegridad sicosomtica no es lcito privar a la persona de su funcin endocrina y de su con 
siguiente capacidad procreativa Sc Esta de una funcin fundamental destinada a conservar 
la especie humana por lo que el derecho subjetivo a disponer dcl propio cuerpo est limi 
tado por cste especfico intcrs social De ah que cada sujeo frcnte al inters de orden p 
blico antes mencionado tiene el debcr de no realizar actos de disposicin de su propio cuer 
po en cuanto puedan significar la prdida permanente de una importante funcin del ser hu 
mano 
Este sector dc la doctrina sustenta su posicin en los textos constitucionales y civiles 
de diversos pases en los cuales se tutela la integridad sicosomtica En el Per aparte de 
los dispositivos dcl CGdigo Civil antes referidos el inciso 1 del artculo 2 de la Constitu 
ciri protege la integridad sicosomtica comprcndindose en ella obviamente la plena ca 
pacidad de la funcin procreativa De ah que si se considerase al sexo como una fatalidad 
biolgica sera jurdicamente impracticable el cambio de sexo 
Frente a este planteamiento que coloca el acento cn el aspecto biolgico o somtico 
de la persona se alza aquclla posicin a la cual ya nos hcnios referido en el sentido que el 
sexo no es slo un fenmeno somtico sino que debe atcnderse en este caso de modo pre 
fercnte la vertiente squica del sujeto Esta confrontacin hace que el problema no encucn 
ue una fcil pacifica y concorde solucin 
47 
Cfr Carlos Femridez Sessarego Derecho de las Personas Exposicin de Motivos y Comcn 
brits al Libro Irimwcr del CMigo Civil Peruano Studium 3a edicick Lima IOXS pp 51 y 
sgts 
48 El artculo 5 del Cdigo civil Peruano de 1984 regula lo atinente a la situacin jundica subjetiva 
referente a la integridad sicosotiitica la que 
el deber del titular Je no atentar contra su 
c u e p   Este precepto se complementa con lo dispuesto en el anculo 7 del mismo c u c p  legal que 
regula lo relativo a la cesin de rganos y tejidos 
En el caso del cambio de sexo se presenta un claro conflicto enue diversos dcrcchos de 
la pcrsona Esta circunstancia no cs cxtraa en csta dclicada y scnsiblc rca dc la disciplina 
jurdica Hcmos tcnido oportunidad en otro lugar dc cnfrcntarnos a situacioncs similarcs 
de conuastc cntrc algunos dcrechos dc la pcrsona Uno dc los ms agudos es sin duda el que 
se prcscnta entre el derecho a la idcntidnd pcrsonal dc una partc y el dcrccho a la 
informacin dc la otra En el caso dcl cambio de scxo asistimos tambin como se ha 
cxprcsado a la confrontacin cntrc distintos dcrcchos dc la pcrsona 
El conflicto de derechos en la especfica situacin relativa al cambio de scxo es 
ostcnsiblc De un lado la persona reclama en base al fundamental dcrecho a la libertad 
personal el que se le permita acceder al libre desenvolvimiento de su personalidad dcntro 
de los lmites del intcrs social y los principios ticos dominantes en una comunidad dada 
El sujcto exige tambin hacer efectivo su dcrccho a la salud a fin de alcanzar un estado de 
equi Iibriomocional de tranquilidad squica que lo conducir a disfrutar de una scnsacin 
de bicncstar intcgral Frente a los dos derechos antes mcncionatlos que sustcntaran la 
posibilidad de recurrir a intervenciones quirrgicas demolcdorasreconsuuctivas dirigidas a 
obtcncr un cambio somtico pan adecuar el cuerpo a una dccidida tcndcncia sicolgica sc 
alza la situacin jurdica subjetiva relativa a la integridad sicosomtica dcntro de los 
alcanccs que han sido precdcntcmcnte enunciados 
La posicin que se adopte frente al conflicto de derechos antes rcfcrido dcpcndc o cst 
condicionada por los supucstos quc se utiliccn como fundamcntos pan una cohcrcntc argu 
mcntacin Si se partc dcl punto de vista dc considcrar al scxo como una rcalidad sornltica 
inmutable cs lgico derivar de ello que cualquier intcrvcncin quirgica tcndicntc a obtc 
ncr como rcsutado un cambio dc scxo cs dcl todo irrclcvantc Dicba npcracin como sc 
ha sealado ticnc cfcctos mcramcntc plsticos que inciden cn la apariencia cxtcrior pero 
que no produccn una autntica mutacin sexual A travs dc tales intcrvcncioncs se sos 
tiene no se loga el anhclado cambio de sexo originario Por lo dcms y tal como sc ha 
sealado se alcga que dichas opcracioncs lesionan la intcgridad sicosointica del sujcto cn 
m t o  lo pnvan de su capacidad procrcativa 
Por el contrario si el supucsto del cual se parte cs aqucl que considcn que cl scxo sc 
constituye de modo precmincnte como un fcnmcno squico quc rcspondc por cinto a 
las inclinaciones scntirnicntos aclitudcs y costumbrcs de cada pcrsona cl cambio dc scxo 
es una exigencia un intcrs pcrsonal prcvalcnte Para cllo cncucnuan como fundamcnto 
el derecho del sujeto al libre dcsanollo de su personalidad quc la Constitucin y cl Cdigo 
civil garantimn Si esto es as la intervencin quirrgica que cs una adecuacin de los r 
ganos genitales a dicho raigal sentimiento de la pcrsona no atcnta ni lcsiona la intcgridad 
sicosomtica Por el contrario dicha intervencin quirrgica rcsulta sicolgicamcnte 
liberadora para el sujcto La pcrsona obtiene a travs de ella una scnsacin dc bicncstar 
que signiiica cn ltima instancia adquirir un estado de equilibrio y una estabilidad sicol 
gica Ello supone por tanto disfrutar de una sensacin de bicncstar intcgral lo que equi 
vale a un genrico conccpto de saluii 
Si nos colocamos dcntro de esta especifica ptica la intcrvcnciri quirrgica destinada 
a lograr un cambio de sexo aunque ste no fuere radical desde un punto de vista biolgico 
tendra como resultado que el sujeto sometido a dicha intervencin quirrgica demoledora 
y reconstructiva de los rganos genitales adquiriese una integridad sicolgica de la que 
no disfrutaba ai no sentirse identificado con su sexo de origen Dentro de esta visin la 
integridad squica responde y equivale a un profundo convencimiento de pertenecer al 
gnero opuesto a aqul con que la naturaleza originariamente lo sign 
De todo lo anteriormente expuesto se ha podido percibir parte de la compleja proble 
mtica en tomo a la identidad sexual derecho que conlleva al excepcional cambio de sexo 
casusticamente considerado dentro de determinados lmites que responden al inters so 
cial En otros trminos la aspiracin o inters personal al cambio del sexo de origen debe 
enmarcarse dentro de precisos lindwos procurando no lesionar el derecho de los dems que 
podra ser afectado por un cambio de sexo Nos referimos como ejemplo a los efectos 
que tal mutacin sexual origina en el seno de la familia 
9 Cambio de sexo y orden pblico 
Dentro de la esencial y compleja compeneuacin existente entre los derechos de la pcr 
sona en la medida que todos ellos se refieren a un solo y mismo ser debemos advcrtir la 
relacin que existe entre la identidad personal en cuanto inters prevalcntemente subje 
tivo y la necesidad del preeminente inters pblico representado por la exigencia de certeza 
en lo que concierne a la identificacin del sujeto Es as fcil apreciar como el derecho a la 
identidad personal se constituye como una situacin jurdica subjetiva dentro de la cual 
confluyen el inters pcrsonal y aquel ouo de orden pblico y social 
Es de inters social la identificacin esttica de las personas para poderlas ubicar e indi 
